date,data
2011-December-Mid,7525
2011-December-Late,7907
2012-December-Early,8869
2012-December-Mid,9045
2012-December-Late,9291
2013-December-Early,6703
2013-December-Mid,7038
2013-December-Late,7232
2014-December-Early,9583
2014-December-Mid,10279
2014-December-Late,10635
2015-December-Early,9506
2015-December-Mid,9997
2015-December-Late,9996
2016-December-Early,5222
2016-December-Mid,5923
2016-December-Late,6416
2017-December-Early,7083
2017-December-Mid,7785
2017-December-Late,8391
2018-December-Early,14138
2018-December-Mid,14578
2018-December-Late,15321
2019-December-Early,10494
2019-December-Mid,11287
2019-December-Late,12078
2020-December-Early,9260
2020-December-Mid,10411
2020-December-Late,10708
2021-December-Early,7138
2021-December-Mid,7610
2021-December-Late,8010
2022-December-Early,12295
2022-December-Mid,13163
2022-December-Late,13305
2023-December-Early,13123
2023-December-Mid,13462
2023-December-Late,14642
2024-December-Early,0
2024-December-Mid,0
2024-December-Late,0
