date,data
1999-August-Mid,2827
1999-August-Late,3318
2000-August-Early,2303
2000-August-Mid,2007
2000-August-Late,1823
2001-August-Early,2983
2001-August-Mid,3144
2001-August-Late,3172
2002-August-Early,2268
2002-August-Mid,2790
2002-August-Late,3069
2003-August-Early,2347
2003-August-Mid,2268
2003-August-Late,2149
2004-August-Early,3763
2004-August-Mid,3877
2004-August-Late,3930
2005-August-Early,2362
2005-August-Mid,2259
2005-August-Late,2499
2006-August-Early,2717
2006-August-Mid,3125
2006-August-Late,3952
2007-August-Early,2672
2007-August-Mid,2687
2007-August-Late,2718
2008-August-Early,2063
2008-August-Mid,2512
2008-August-Late,2737
2009-August-Early,2642
2009-August-Mid,2971
2009-August-Late,2970
2010-August-Early,4277
2010-August-Mid,4065
2010-August-Late,4142
2011-August-Early,4037
2011-August-Mid,4040
2011-August-Late,4074
2012-August-Early,2687
2012-August-Mid,2990
2012-August-Late,3109
2013-August-Early,3415
2013-August-Mid,3797
2013-August-Late,4875
2014-August-Early,3410
2014-August-Mid,3397
2014-August-Late,3350
2015-August-Early,2729
2015-August-Mid,2779
2015-August-Late,2868
2016-August-Early,3799
2016-August-Mid,4305
2016-August-Late,6366
2017-August-Early,5404
2017-August-Mid,5721
2017-August-Late,6716
2018-August-Early,5774
2018-August-Mid,6420
2018-August-Late,7886
2019-August-Early,3328
2019-August-Mid,3436
2019-August-Late,3620
2020-August-Early,5838
2020-August-Mid,7028
2020-August-Late,9175
2021-August-Early,4069
2021-August-Mid,4463
2021-August-Late,4648
2022-August-Early,6673
2022-August-Mid,6738
2022-August-Late,6662
2023-August-Early,5146
2023-August-Mid,5895
2023-August-Late,5766
2024-August-Early,5499
2024-August-Mid,6463
2024-August-Late,7133
1996-September-Early,1923
1996-September-Mid,1609
1996-September-Late,1310
1997-September-Early,2084
1997-September-Mid,1898
1997-September-Late,1561
1998-September-Early,3955
1998-September-Mid,3423
1998-September-Late,3021
1999-September-Early,3106
1999-September-Mid,2630
1999-September-Late,2636
2000-September-Early,2283
2000-September-Mid,2768
2000-September-Late,2589
2001-September-Early,2960
2001-September-Mid,2784
2001-September-Late,2322
2002-September-Early,3660
2002-September-Mid,3709
2002-September-Late,3552
2003-September-Early,2259
2003-September-Mid,2811
2003-September-Late,2928
2004-September-Early,3845
2004-September-Mid,3663
2004-September-Late,3178
2005-September-Early,2990
2005-September-Mid,3463
2005-September-Late,3502
2006-September-Early,4100
2006-September-Mid,4051
2006-September-Late,3587
2007-September-Early,3148
2007-September-Mid,3801
2007-September-Late,4196
2008-September-Early,2882
2008-September-Mid,2863
2008-September-Late,2594
2009-September-Early,3080
2009-September-Mid,3054
2009-September-Late,3134
2010-September-Early,4811
2010-September-Mid,6461
2010-September-Late,11228
2011-September-Early,3762
2011-September-Mid,3609
2011-September-Late,2706
2012-September-Early,3411
2012-September-Mid,3537
2012-September-Late,3847
2013-September-Early,4902
2013-September-Mid,4505
2013-September-Late,4243
2014-September-Early,3835
2014-September-Mid,3950
2014-September-Late,3345
2015-September-Early,2857
2015-September-Mid,2751
2015-September-Late,2717
2016-September-Early,7992
2016-September-Mid,7980
2016-September-Late,7746
2017-September-Early,6883
2017-September-Mid,6548
2017-September-Late,6148
2018-September-Early,7071
2018-September-Mid,6176
2018-September-Late,5809
2019-September-Early,4478
2019-September-Mid,5333
2019-September-Late,6423
2020-September-Early,9621
2020-September-Mid,10999
2020-September-Late,11798
2021-September-Early,5272
2021-September-Mid,5438
2021-September-Late,5528
2022-September-Early,7985
2022-September-Mid,10171
2022-September-Late,9034
2023-September-Early,5522
2023-September-Mid,5509
2023-September-Late,6193
2024-September-Early,6870
2024-September-Mid,8304
2024-September-Late,9581
1996-October-Early,1121
1996-October-Mid,914
1996-October-Late,848
1997-October-Early,1332
1997-October-Mid,1164
1997-October-Late,1080
1998-October-Early,2763
1998-October-Mid,2601
1998-October-Late,2073
1999-October-Early,2689
1999-October-Mid,3032
1999-October-Late,3052
2000-October-Early,2497
2000-October-Mid,2078
2000-October-Late,1789
2001-October-Early,2061
2001-October-Mid,1742
2001-October-Late,1326
2002-October-Early,2780
2002-October-Mid,2122
2002-October-Late,1627
2003-October-Early,2985
2003-October-Mid,2978
2003-October-Late,2870
2004-October-Early,2623
2004-October-Mid,2121
2004-October-Late,1746
2005-October-Early,3523
2005-October-Mid,3495
2005-October-Late,3519
2006-October-Early,3077
2006-October-Mid,2415
2006-October-Late,1750
2007-October-Early,4114
2007-October-Mid,4087
2007-October-Late,4156
2008-October-Early,2187
2008-October-Mid,1977
2008-October-Late,1806
2009-October-Early,3152
2009-October-Mid,2739
2009-October-Late,2342
2010-October-Early,10349
2010-October-Mid,6512
2010-October-Late,3704
2011-October-Early,2339
2011-October-Mid,2291
2011-October-Late,2182
2012-October-Early,3921
2012-October-Mid,3658
2012-October-Late,3475
2013-October-Early,3591
2013-October-Mid,2724
2013-October-Late,2259
2014-October-Early,2928
2014-October-Mid,2579
